7077410	सदर अस्पताल परिसर के विभिन्न स्थानों पर कूड़ा कचरा का अंबार लगा हुआ है अस्पताल परिसर स्थित है सिविल सर्जन कार्यालय की कुछ ही दूरी पर एएनएम ट्रेनिंग स्कूल के समीप आंकड़ों का ढेर लगा हुआ है ए वी स्कूल की छात्राओं का आवागमन इसी मार्ग से होता है वहीं जिले के विभिन्न प्रखंडों से प्रतिदिन सैकड़ों की संख्या में विभिन्न रोगों का इलाज कराने के लिए सदर अस्पताल में मरीज आते हैं लेकिन कचरे के ढेर से उठ रही दुर्गंध से आम लोगों के साथ-साथ स्वास्थ्य कर्मचारी और छात्राएं भी परेशान है लेकिन इसकी सुध लेने वाला कोई भी नहीं है आप बता दें कि सदर अस्पताल के विभिन्न घाटों की साफ-सफाई पर कचरा जमा किया जाता है सदर अस्पताल परिसर के || 	HI_X_256_5	HI_X_256_19	
7077463	लेकिन पुलिस पदाधिकारी सुधार किया गया है स्पीकर अध्यक्ष अध्यक्ष रवि कुमार गुप्ता को प्रभारी बनाया गया है पादु के सर्किल इंस्पेक्टर धनंजय कुमार मीनापुर ब्राउन पुरा सर्कल इंस्पेक्टर सुभाष यादव एसएसटी के विशेष कार्य अधिकारी बनाए गए हैं कोर्ट हाजत प्रभारी दिगंबर कुमार पार उत्सर्जन स्पेक्ट्रम बनाए गए हैं सुधर के सब इंस्पेक्टर शिवनारायण राम सब इंस्पेक्टर बनाए गए हैं अभियोजन कुशा कोषांग के प्रभारी जितेंद्र पाल कटरा सर्कल इंस्पेक्टर बनाए गए हैं रणधीर कुमार सिंह मोहन को शांत के प्रभारी बनाए गए हैं यह जानकारी ||  बनाए गए हैं || 	HI_X_256_177	HI_X_256_162	
7077342	आईएसओ प्रमाणित मॉडल सदर अस्पताल में एक और उपलब्धि जुड़ गई है अब कैंसर रोगी को जांच में कीमत रिपीट व कीमोथेरेपी के लिए पटना को जाने की जरूरत नहीं है सदर अस्पताल में ही कैंसर स्क्रीनिंग कैंसर रिलेटिव थेरेपी के मुताबिक की सुविधा मिलेगी इसका सबसे अधिक फायदा महिलाओं को मिलेगा महिलाओं में स्तन और गर्भाशय कैंसर की शिकायत होती है कैंसर रोगियों का पंजीकरण प्रमाण पत्र एवं पहले बैटिंग केयर आदि की सुविधा नियमित रूप से दी जाएगी सदर अस्पताल में कैंसर रोगियों को भर्ती की व्यवस्था भी की गई है डॉ शशि रंजन प्रसाद को जिला कैंसर नोडल अधिकारी के पद पर लगाया गया है जो हाल ही में देश के मशहूर कैंसर इंस्टीट्यूट से प्रशिक्षण लेकर आए हैं सदर अस्पताल के ओपीडी के कमरा नंबर 10 में कैंसर की जांच शुरू की जा रही है या मरीजों के लिए परामर्श एवं की सुविधा मिलेगी || 	HI_X_256_246	HI_X_256_175	
7077341	बीएनएमयू में विश्वविद्यालय हिंदी विभाग के अंतर्गत सक्रिय पत्रकारिता एवं जनसंचार में डिप्लोमा कोर्स की शुरुआत होगी इसलिए 16 जून से ऑनलाइन आवेदन आमंत्रित किए जाएंगे इस आशय का निर्णय शनिवार शनिवार को प्रति कुलपति डॉक्टर फारूक अली की अध्यक्षता में संपन्न हुई बैठक में लिया गया बैठक में निर्णय लिया गया कि प्रक्रिया शुरू होगा नामांकन की प्रक्रिया शुरू करने हेतु उप कुलसचिव व कार्मिक को जिम्मेदारी दी गई है अध्यक्ष सीताराम शर्मा ने बताया कि नियमावली एवं प्रारूप तैयार करता कार्रवाई हेतु विद्यालय में बात चल रही है बीएनएमयू में विश्वविद्यालय के अंतर्गत से पत्रकारिता में डिप्लोमा कोर्स की शुरुआत होगी इसलिए 16 जून से ऑनलाइन आवेदन आमंत्रित किए जाएंगे इस आशय का निर्णय शनिवार इस आशय का निर्णय शनिवार को प्रति कुलपति डॉक्टर फारूक अली की अध्यक्षता में संपन्न हुई बैठक में लिया गया बैठक में || नदिया के पार जुलाई से नामांकन की प्रक्रिया शुरू हो गया 15 जुलाई से शुरू होगा नामांकन की प्रक्रिया शुरू करने हेतु उप कुलसचिव दी गई है समय सीताराम शर्मा ने बताया कि पाठक की नियमावली एवं प्रारूप को तैयार करें अभिनेता कार्रवाई हेतु विद्यालय में बात चल रही है || 	HI_X_256_84	HI_X_256_120	
7077349	झारखंड के सीएम रघुवर दास ने दुमका में 14वें वित्त आयोग के तहत ग्रामीण एलइडी स्ट्रीट लाइट योजना की शुरुआत की है उनका के शिकारीपाड़ा प्रखंड के ढाका गांव में योजना की शुरुआत की गई है इसके साथ ही परिसंपत्ति का भी सीएम ने वितरण करने के साथ साथ हैं लोगों से सीधा संवाद किया इस दौरान मुख्यमंत्री रघुवर दास ने कहा कि 5 साल हो गए हैं लेकिन क्या कोई बता पाएगा कि किसी गरीब का जमीन छीना गया हो लेकिन चुनाव के समय विकास विरोधी शक्तियां हमारी जनता को दुष्प्रचार करें विकास से कोसों दूर रखने का काम है करती आई हैं उनको भी सरकार ने चिन्हित कर लिया है और आने वाले दिनों में उन पर भी कार्रवाई की जाएगी वहीं दूसरी और दुमका की जनता में भी सीएम द्वारा की गई इस योजना के बाद है खुशी देखने को मिल रही है इस दौरान मुख्यमंत्री रघुवर दास ने कहा कि 5 साल हो गए हैं लेकिन क्या कोई बता पाएगा कि किसी गरीब का जखीरा गया हो लेकिन चुनाव के समय विकास विरोधी शक्तियां हमारी जनता को दुष्प्रचार करें विकास से कोसों दूर रखने का काम है करती आई हैं उनको भी सरकार ने चिन्हित कर लिया है और आने वाले दिनों में उन पर भी कार्रवाई की || वहीं दूसरी और दुमका की जनता में भी सीएम द्वारा की गई इस योजना के बाद है खुशी देखने को मिल रही है || 	HI_X_256_15	HI_X_256_247	
7077367	सोनपुर थाना क्षेत्र के सोनपुर जंक्शन पहले सुबह स्टेशन के दक्षिण भाग में पूरा डिटेल टंकी के समय पर भीषण आग लग गई जिससे बड़ी घटना होते-होते रह गई घटना के संबंध में बताया गया कि कोई रेलवे मजदूर जब टंकी के समीप से गुजर रहा था तभी उसे कुछ जलने की गंध आई जिसके बाद रेलवे मजदूर ने आगे बढ़कर देखा तो टंकी के सभी पर आग लगी हुई थी के कारणों का फिलहाल पता नहीं चल पाया है मजदूर ने रेल प्रशासन को आग लगने की सूचना दी जिसके बाद रेल प्रशासन हरकत में आए तब जाकर फायर ब्रिगेड को सूचना दी गई जिसके बाद मौके पर पहुंची फायर ब्रिगेड की टीम ने आग पर काफी मशक्कत के बाद काबू पाया और कोई भी नुकसान इस बीच से नहीं हो पाया जिससे बड़ी खतना होते होते रह गई घटना के संबंध में बताया गया कि कोई रेलवे मजदूर जब टंकी के समीप से गुजर रहा था तभी उसे कुछ जलने की गंध के बाद रेलवे मजदूर नहीं आगे बढ़ कर देखा तो टंकी के सभी पर आग लगी हुई थी आग के कारणों का फिलहाल पता नहीं चल पाया है मजदूर ने रेल प्रशासन को आग लगने की सूचना दी जिसके बाद रेल प्रशासन हरकत || तब जाकर फायर ब्रिगेड को सूचना दी गई जिसके बाद मौके पर पहुंची फायर ब्रिगेड की टीम ने आग पर काफी मशक्कत के बाद काबू पाया और कोई भी नुकसान इस बीच से नहीं हो पाया || 	HI_X_256_46	HI_X_256_113	
7077361	शर्मा आंखों की प्यास बुझाने के लिए जान नगर निगम ने प्रत्येक वार्ड में सार्वजनिक पाए का निर्माण करवाया है वह कुछ ऐसे भी लोग हैं जो समरसेबल का उपयोग पानी पीने के बदले निजी वाहन की धुलाई में लगा रहे हैं उनके पति नगर निगम प्रशासन मौन बना हुआ है आपको बता दें कि पिछले 1 सप्ताह से पारा 40 के बारे में और पानी का जलस्तर लगातार नीचे की ओर जा रहा है ऐसे में जिले के कई चापाकल सूख चुके हैं लोग पानी की तलाश में इधर-उधर कर रहे हैं लेकिन कुछ नामचीन लोग लग्जरी वाहन खरीदते हैं लाखों की लेकिन उस वाहन की धुलाई का खर्च नहीं उठा पाते इस कारण ने सहारा लेना पड़ता है || 	HI_X_256_51	HI_X_256_19	
7078073	वर्ल्ड कप में जबरदस्त डांस चल रही है इंग्लैंड वेस्टइंडीज ऑस्ट्रेलिया और न्यूजीलैंड ने शानदार खेल दिखाया तो एशियाई टीमों की बुरी हार हुई है अभी तक अफगानिस्तान की टीम ऑस्ट्रेलिया के खिलाफ मैच में बड़ा ड्रामा हो गया 36 स्टोइनिस राशिद खान की पिटाई से धना बौखला गया कि अगर राशिद ने इस पर भी कमाल कर दिया तो आपको बाद में इसका पूरा वीडियो दिखाएंगे आप राशिद के लिए कमेंट करना ना भूलें तो का निशान की टीम का टॉप ऑर्डर कंगारू गेंदबाजों के आगे ढेर हो गया था कि निचले क्रम के खिलाड़ियों ने ठीक-ठाक खेल दिखाया और 36 में वह तो बड़ा हंगामा हो गया जब राशिद खान ने स्टोइनिस की बोलती बंद कर दी तो 36 में बॉलिंग के लिए और सामने तेरा स्थान नहीं बना पाए इसके बाद राशिद ने कमाल कर दिया दूसरे डिलीवरी पर खान की तरफ बड़ा छक्का मार दिया लेकिन अभी तो हंगामा होना बाकी था इसके बाद || चौका मारा तो पांचवी बॉल पर ऑफ साइड में चौका मार दिया राशिद खान की बल्लेबाजी से परेशान हो गए और राशिद के सिर को निशाना बनाकर बॉल फेंकी और अगर कॉल पर बैठ नहीं लगता तो बोल सीधे राशिद खान के सब अलग थी मगर आशिक खान ने शानदार अंदाज है बोल को पिक किया और इस पर हुक शॉट लगा दिया और बॉल को पायलट बाउंड्री से बाहर छन के लिए भेज दिया पूरे और वॉलीबॉल पर तो कमाल हो गया जब राशिद खान ने चाइनीस को उसी अंदाज में जवाब दे दिया अब हर कोई राशिद खान की तारीफ कर रहा था तो आपको || 	HI_X_256_202	HI_X_256_147	
7077998	इतने सारे सितारे एक साथ एक ही जगह सबके साथ रेड कारपेट पर मौका है जी क्यों हंड्रेड बेस्ट बेस्ट अवार्ड फंक्शन में एक के बाद एक कई सितारे आए और सबने अलग-अलग स्टाइल दिखाएं और पीछे छोड़े भी नहीं रहे नील नितिन मुकेश करण जोहार और कुणाल खेमू ने भी कंधे से कंधा मिलाकर सजनी सजनी के इस कंपटीशन में अपना स्वर्ग दिखाया यीशु में पूजा हेगडे सान्या मल्होत्रा सयानी गुप्ता और राकुलप्रीत जैसी नई अभिनेत्रियों के साथ कैटरीना कैफ श्रुति हासन सोनम कपूर और तमन्ना भाटिया जैसी कई नामी हीरोइनों ने शिरकत सब एक से बढ़कर एक लग रही इन्हें देख कर ऐसा लग रहा है जैसे हुस्न की परियां आज रेट || कार्पेट पर आ गई हूं लाल रंग इस बार कैटरीना कैफ तमन्ना भाटिया और राकुलप्रीत का फेवरेट तो डर बना तो पूजा हेगड़े श्रुति हासन और कई एक्ट्रेस काले रंग की ड्रेस में कह जाती दिखी गाने लाल रंग की ड्रेस में कैटरीना ने खूब तस्वीरें खिंचवाई और इसके बाद उन्होंने आने वाली फिल्में भारत को लेकर मीडिया से बातचीत ही की || सजे धजे इन लोगों ने पूरी शाम खूब धमाल मचाया फोटोग्राफर स्नेह भी जी भरकर फोटो खींची जश्न आधी रात तक चलता रहा || 	HI_X_256_183	HI_X_256_88	
7079029	पनकी में हुई जहरीली शराब से लोगों की मौत के बाद यूपी पुलिस को बड़ी कामयाबी हाथ लगी है पुलिस ने लखनऊ के फरीदनगर से 50 लाख की अवैध शराब बरामद की है गुप्त सूचना पर छापेमारी करने पहुंची टीम ने मौके से भारी मात्रा में शराब की अवैध शराब की खेप को इंदिरा नगर थाने के फरीदनगर से बरामद किया गया है आपको बता दें कि बाराबंकी घटना के बाद पुलिस की बड़ी कामयाबी मानी जा रही है अभी हाल ही में जहरीली शराब से कई जिंदगियां खत्म हो गई थी उसके बाद से ही लगातार छापेमारी हो रही है और अब लखनऊ में 5000000 की यह अवैध शराब बरामद की गई है || फरीदनगर से अवैध शराब का जखीरा पकड़ा गया है बाराबंकी घटना के बाद पुलिस की सबसे बड़ी कार्यवाही मानी जा रही है लखनऊ से तस्वीरें अवैध शराब यूपी पुलिस का ध्यान अब काफी तेज हो चुका है || 	HI_X_256_13	HI_X_256_84	
